|Address|price|other|agent|beds|baths|sqft|zip code|Report|typ|lat|lon|locality|Date|price1
24|137 Binnewater Rd Hopewell Junction, NY 12533|$519,900|||3bd|2ba|1,580 sqft (on 8.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.550343|-73.819908|Hopewell Junction|20211105|519900.0
25|44 Trillium Rd Pleasant Valley, NY 12569|$535,000|||3bd|3ba|3,450 sqft (on 3.04 acres)|12569|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.729862|-73.771484|Pleasant Valley|20211105|535000.0
26|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
27|30 Cramer Rd Poughkeepsie, NY 12603|$490,000|||4bd|3ba|2,282 sqft (on 6.30 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.684307|-73.829865|Poughkeepsie|20211105|490000.0
28|201 Oscawana Lake Rd Putnam Valley, NY 10579|$374,900|||3bd|3ba|2,896 sqft (on 2.02 acres)|10579|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.35828|-73.871002|Putnam Valley|20211105|374900.0
29|126 Ivy Hill Rd Fishkill, NY 12524|$479,900|||3bd|2ba|3,400 sqft (on 4 acres)|12524|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.549103|-73.893585|Fishkill|20211105|479900.0
30|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
31|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
32|394 Red Top Rd Lloyd, NY 12528|$469,900|||2bd|2ba|2,676 sqft (on 2.20 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.75528|-73.954041|Lloyd|20211105|469900.0
33|Schuderhook Rd Hudson, NY 12534|$199,000|||5bd|2ba|2,100 sqft (on 3 acres)|12534|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.118759|-73.779587|Hudson|20211105|199000.0
34|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
35|962 N Quaker Ln Staatsburg, NY 12580|$275,000|||3bd|1ba|1,295 sqft (on 5.47 acres)|12580|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.8353|-73.871048|Staatsburg|20211105|275000.0
36|32 S Parliman Rd Lagrangeville, NY 12540|$535,000|||4bd|4ba|3,400 sqft (on 3.56 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.652756|-73.727669|Lagrangeville|20211105|535000.0
37|293 Hunns Lake Rd Stanfordville, NY 12581|$425,000|||4bd|2ba|2,055 sqft (on 2 acres)|12581|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.885731|-73.679428|Stanfordville|20211105|425000.0
38|179 Fraleigh Ln Red Hook, NY 12571|$499,000|||3bd|2ba|1,968 sqft (on 4.04 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.000839|-73.844246|Red Hook|20211105|499000.0
39|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
40|6 Clinton Ave Salt Pt, NY 12578|$439,900|||3bd|3ba|2,962 sqft (on 2.28 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.798691|-73.825539|Salt Pt|20211105|439900.0
41|35 Bogart Rd Palenville, NY 12463|$425,000|||3bd|1ba|1,306 sqft (on 2 acres)|12463|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.176517|-74.02359|Palenville|20211105|425000.0
42|8863 Route 9W Athens, NY 12015|$195,000|||3bd|1ba|2,121 sqft (on 7.12 acres)|12015|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.258698|-73.858536|Athens|20211105|195000.0
43|144 Martin Rd Lagrangeville, NY 12540|$375,000|||3bd|3ba|2,464 sqft (on 2 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.623135|-73.726364|Lagrangeville|20211105|375000.0
47|379 Route 199 Red Hook, NY 12571|$429,000|||4bd|4ba|2,838 sqft (on 3 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.993607|-73.83934|Red Hook|20211105|429000.0
48|620 Ulster Landing Rd Ulster, NY 12477|$499,000|||3bd|2ba|2,015 sqft (on 4.80 acres)|12477|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.99305|-73.954208|Ulster|20211105|499000.0
49|138 Daley Rd Poughkeepsie, NY 12603|$375,000|||4bd|1ba|3,093 sqft (on 2.17 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.64267|-73.86235|Poughkeepsie|20211105|375000.0
50|1210 County Route 6 Germantown, NY 12526|$269,000|||3bd|1ba|1,056 sqft (on 2.52 acres)|12526|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.087303|-73.831497|Germantown|20211105|269000.0
51|316 Wurtemburg Rd Rhinebeck, NY 12572|$240,000|||4bd|2ba|1,920 sqft (on 3.01 acres)|12572|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.90184|-73.868637|Rhinebeck|20211105|240000.0
52|948 S Anson Rd Stanfordville, NY 12581|$265,000|||3bd|1ba|1,296 sqft (on 3 acres)|12581|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.848515|-73.70649|Stanfordville|20211105|265000.0
53|378 Vineyard Ave Highland, NY 12528|$555,000|||3bd|2ba|2,280 sqft (on 15.40 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.691998|-73.988358|Highland|20211105|555000.0
54|83 Nevis Rd Tivoli, NY 12583|$299,999|||3bd|1ba|1,920 sqft (on 2.16 acres)|12583|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.066044|-73.849907|Tivoli|20211105|299999.0
55|380 Mills Cross Rd Staatsburg, NY 12580|$257,200|||4bd|3ba|3,516 sqft (on 3.27 acres)|12580|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.858002|-73.887764|Staatsburg|20211105|257200.0
56|88 Sunny Valley Rd South Cairo, NY 12482|$460,000|||2bd|2ba|1,942 sqft (on 13.18 acres)|12482|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.274525|-73.941887|South Cairo|20211105|460000.0
57|1475 Jackson Corners Rd Red Hook, NY 12571|$279,900|||2bd|2ba|1,131 sqft (on 2 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.019161|-73.747879|Red Hook|20211105|279900.0
58|45 Forge Hill Rd New Windsor, NY 12553|$190,000|||2bd|2ba|1,229 sqft (on 2.60 acres)|12553|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.456982|-74.028809|New Windsor|20211105|190000.0
59|24 Bloomingdale Rd Tillson, NY 12486|$365,900|||3bd|3ba|2,559 sqft (on 2.82 acres)|12486|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.832245|-74.060745|Tillson|20211105|365900.0
60|573 N Quaker Ln Hyde Park, NY 12538|$299,000|||4bd|2ba|2,200 sqft (on 4 acres)|12538|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.815853|-73.870262|Hyde Park|20211105|299000.0
61|266 Near Rd Red Hook, NY 12571|$349,900|||2bd|1ba|980 sqft (on 25.20 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.022701|-73.720444|Red Hook|20211105|349900.0
62|44 S Cross Rd Staatsburgh, NY 12580|$379,900|||2bd|1ba|1,440 sqft (on 26.94 acres)|12580|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.826889|-73.927902|Staatsburgh|20211105|379900.0
63|99 Burger Rd Rhinebeck, NY 12572|$475,000|||3bd|3ba|2,496 sqft (on 3 acres)|12572|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.916203|-73.88903|Rhinebeck|20211105|475000.0
64|20 Leonard Ln Saugerties, NY 12477|$325,000|||3bd|1ba|Error|12477|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.096905|-73.974976|Saugerties|20211105|325000.0
65|193 Rabbit Run Rd Plattekill, NY 12515|$549,000|||4bd|3ba|3,190 sqft (on 4.48 acres)|12515|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.660202|-74.058243|Plattekill|20211105|549000.0
66|30 Ketchamtown Rd Wappingers Falls, NY 12590|$515,000|||4bd|3ba|2,243 sqft (on 3.36 acres)|12590|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.575588|-73.93145|Wappingers Falls|20211105|515000.0
67|245 Devon Farms Rd Stormville, NY 12582|$519,900|||3bd|4ba|4,400 sqft (on 2 acres)|12582|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.554497|-73.724709|Stormville|20211105|519900.0
70|116 Lamoree Rd Rhinebeck, NY 12572|$498,000|||3bd|3ba|2,392 sqft (on 6.76 acres)|12572|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.926262|-73.814674|Rhinebeck|20211105|498000.0
71|114 Hurley Rd Salt Point, NY 12578|$365,000|||3bd|2ba|2,124 sqft (on 2 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.781185|-73.798241|Salt Point|20211105|365000.0
79|429 Sprout Brook Rd Garrison, NY 10524|$595,000|||3bd|3ba|1,960 sqft (on 2.04 acres)|10524|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.344227|-73.902763|Garrison|20211105|595000.0
80|1118 Old Post Rd Esopus, NY 12561|$574,900|||4bd|4ba|2,872 sqft (on 5.50 acres)|12561|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.82164|-74.02269|Esopus|20211105|574900.0
81|695 Vassar Rd Poughkeepsie, NY 12603|$425,000|||3bd|2ba|2,925 sqft (on 2.57 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.619293|-73.909531|Poughkeepsie|20211105|425000.0
84|4 Victory Ct Newburgh, NY 12550|$349,000|||4bd|2ba|3,198 sqft (on 3.40 acres)|12550|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.537109|-74.041|Newburgh|20211105|349000.0
85|70 Conway Rd Marlboro, NY 12542|$349,999|||3bd|3ba|2,842 sqft (on 2.20 acres)|12542|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.587757|-73.985588|Marlboro|20211105|349999.0
89|Gould Pl Wallkill, NY 12589|$549,999|||4bd|3ba|3,070 sqft (on 2.30 acres)|12589|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.586472|-74.059425|Wallkill|20211105|549999.0
90|155 Clinton Hollow Rd Salt Pt, NY 12578|$415,000|||6bd|4ba|3,232 sqft (on 2.35 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.816734|-73.803612|Salt Pt|20211105|415000.0
91|39 Diamond Ct Saugerties, NY 12477|$545,000|||3bd|3ba|2,464 sqft (on 2.60 acres)|12477|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.142731|-73.990921|Saugerties|20211105|545000.0
92|3334 Route 9G Tivoli, NY 12583|$359,000|||4bd|2ba|1,632 sqft (on 3.51 acres)|12583|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.074821|-73.892899|Tivoli|20211105|359000.0
93|107 Scuderhook Rd Hudson, NY 12534|$585,000|||5bd|4ba|3,244 sqft (on 12 acres)|12534|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.118504|-73.773453|Hudson|20211105|585000.0
94|431 Hover Ave Germantown, NY 12526|$484,900|||4bd|3ba|3,384 sqft (on 3.40 acres)|12526|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.135597|-73.876854|Germantown|20211105|484900.0
99|59 Creekside Rd Red Hook, NY 12571|$515,000|||2bd|2ba|1,000 sqft (on 3.12 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.052635|-73.7873|Red Hook|20211105|515000.0
100|305 Green Lake Rd Catskill, NY 12414|$529,000|||3bd|2ba|1,700 sqft (on 9.90 acres)|12414|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.269287|-73.897469|Catskill|20211105|529000.0
101|625 Fitzsimmons Rd Milan, NY 12571|$194,900|||2bd|1ba|1,672 sqft (on 4 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.020157|-73.774307|Milan|20211105|194900.0
102|105113 Read Rd Red Hook, NY 12571|$425,000|||4bd|2ba|2,038 sqft (on 2.50 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.024651|-73.826813|Red Hook|20211105|425000.0
103|72 Maple Ln Clinton Corners, NY 12514|$439,500|||3bd|2ba|1,820 sqft (on 5.03 acres)|12514|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.887539|-73.794098|Clinton Corners|20211105|439500.0
104|1017 E Main St Shrub Oak, NY 10588|$579,900|||3bd|2ba|1,400 sqft (on 2.47 acres)|10588|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.328285|-73.824509|Shrub Oak|20211105|579900.0
105|102 Route 23 Claverack, NY 12513|$325,000|||3bd|2ba|2,260 sqft (on 5.60 acres)|12513|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.224033|-73.725761|Claverack|20211105|325000.0
113|37 Bailey Rd Purling, NY 12470|$499,000|||4bd|3ba|2,986 sqft (on 8.28 acres)|12470|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.291161|-74.057892|Purling|20211105|499000.0
122|141-143 Reilly Rd Lagrangeville, NY 12540|$595,000|||4bd|4ba|3,198 sqft (on 4.87 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.642399|-73.739563|Lagrangeville|20211105|595000.0
126|344 Slate Quarry Rd Rhinebeck, NY 12572|$399,900|||4bd|3ba|2,100 sqft (on 3.13 acres)|12572|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.91267|-73.842323|Rhinebeck|20211105|399900.0
154|1645 Route 213 Ulster Park, NY 12487|$475,000|||5bd|2ba|2,552 sqft (on 7.83 acres)|12487|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.85675|-74.034317|Ulster Park|20211105|475000.0
164|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
168|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
169|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
172|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
177|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
197|511 Angola Rd Cornwall, NY 12518|$549,000|||3bd|2ba|2,457 sqft (on 4.20 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.405258|-74.061722|Cornwall|20211105|549000.0
206|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
210|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
211|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
214|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
219|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
220|6 Clinton Ave Salt Pt, NY 12578|$439,900|||3bd|3ba|2,962 sqft (on 2.28 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.798691|-73.825539|Salt Pt|20211105|439900.0
236|10 Sunrise Ln Poughkeepsie, NY 12603|$375,000|||3bd|2ba|2,686 sqft (on 3.80 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.679173|-73.884087|Poughkeepsie|20211105|375000.0
237|5-7 Toll Gate Rd Highland, NY 12528|$489,000|||6bd|4ba|3,187 sqft (on 4.20 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.739346|-74.02317|Highland|20211105|489000.0
243|474 Angola Rd Cornwall, NY 12518|$585,000|||5bd|4ba|3,445 sqft (on 2.60 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.408863|-74.060265|Cornwall|20211105|585000.0
244|2706 County Route 8 Elizaville, NY 12523|$429,900|||4bd|2ba|2,438 sqft (on 2.12 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.076256|-73.725945|Elizaville|20211105|429900.0
245|4514 State Route 32 Catskill, NY 12414|$199,000|||3bd|2ba|1,880 sqft (on 2.82 acres)|12414|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.18309|-73.984085|Catskill|20211105|199000.0
248|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
251|126 Ivy Hill Rd Fishkill, NY 12524|$479,900|||3bd|2ba|3,400 sqft (on 4 acres)|12524|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.549103|-73.893585|Fishkill|20211105|479900.0
252|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
253|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
256|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
261|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
262|6 Clinton Ave Salt Pt, NY 12578|$439,900|||3bd|3ba|2,962 sqft (on 2.28 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.798691|-73.825539|Salt Pt|20211105|439900.0
278|10 Sunrise Ln Poughkeepsie, NY 12603|$375,000|||3bd|2ba|2,686 sqft (on 3.80 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.679173|-73.884087|Poughkeepsie|20211105|375000.0
279|5-7 Toll Gate Rd Highland, NY 12528|$489,000|||6bd|4ba|3,187 sqft (on 4.20 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.739346|-74.02317|Highland|20211105|489000.0
280|1645 Route 213 Ulster Park, NY 12487|$475,000|||5bd|2ba|2,552 sqft (on 7.83 acres)|12487|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.85675|-74.034317|Ulster Park|20211105|475000.0
281|511 Angola Rd Cornwall, NY 12518|$549,000|||3bd|2ba|2,457 sqft (on 4.20 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.405258|-74.061722|Cornwall|20211105|549000.0
285|474 Angola Rd Cornwall, NY 12518|$585,000|||5bd|4ba|3,445 sqft (on 2.60 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.408863|-74.060265|Cornwall|20211105|585000.0
286|2706 County Route 8 Elizaville, NY 12523|$429,900|||4bd|2ba|2,438 sqft (on 2.12 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.076256|-73.725945|Elizaville|20211105|429900.0
287|4514 State Route 32 Catskill, NY 12414|$199,000|||3bd|2ba|1,880 sqft (on 2.82 acres)|12414|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.18309|-73.984085|Catskill|20211105|199000.0
290|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
293|126 Ivy Hill Rd Fishkill, NY 12524|$479,900|||3bd|2ba|3,400 sqft (on 4 acres)|12524|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.549103|-73.893585|Fishkill|20211105|479900.0
294|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
295|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
298|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
303|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
304|6 Clinton Ave Salt Pt, NY 12578|$439,900|||3bd|3ba|2,962 sqft (on 2.28 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.798691|-73.825539|Salt Pt|20211105|439900.0
320|10 Sunrise Ln Poughkeepsie, NY 12603|$375,000|||3bd|2ba|2,686 sqft (on 3.80 acres)|12603|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.679173|-73.884087|Poughkeepsie|20211105|375000.0
321|5-7 Toll Gate Rd Highland, NY 12528|$489,000|||6bd|4ba|3,187 sqft (on 4.20 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.739346|-74.02317|Highland|20211105|489000.0
322|1645 Route 213 Ulster Park, NY 12487|$475,000|||5bd|2ba|2,552 sqft (on 7.83 acres)|12487|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.85675|-74.034317|Ulster Park|20211105|475000.0
323|511 Angola Rd Cornwall, NY 12518|$549,000|||3bd|2ba|2,457 sqft (on 4.20 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.405258|-74.061722|Cornwall|20211105|549000.0
327|474 Angola Rd Cornwall, NY 12518|$585,000|||5bd|4ba|3,445 sqft (on 2.60 acres)|12518|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.408863|-74.060265|Cornwall|20211105|585000.0
328|2706 County Route 8 Elizaville, NY 12523|$429,900|||4bd|2ba|2,438 sqft (on 2.12 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.076256|-73.725945|Elizaville|20211105|429900.0
329|4514 State Route 32 Catskill, NY 12414|$199,000|||3bd|2ba|1,880 sqft (on 2.82 acres)|12414|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.18309|-73.984085|Catskill|20211105|199000.0
332|21 Creek Bend Rd Hopewell Junction, NY 12533|$375,000|||3bd|2ba|2,228 sqft (on 2.20 acres)|12533|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.583488|-73.791138|Hopewell Junction|20211105|375000.0
336|23 Longview Dr Mahopac, NY 10541|$549,900|||4bd|3ba|2,387 sqft (on 2.24 acres)|10541|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.373371|-73.779823|Mahopac|20211105|549900.0
337|189 Sopak Rd Elizaville, NY 12523|$599,000|||4bd|4ba|3,400 sqft (on 4.27 acres)|12523|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.109703|-73.737236|Elizaville|20211105|599000.0
340|548 South St Plattekill, NY 12528|$330,000|||5bd|2ba|2,344 sqft (on 26 acres)|12528|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.664371|-74.034164|Plattekill|20211105|330000.0
341|962 N Quaker Ln Staatsburg, NY 12580|$275,000|||3bd|1ba|1,295 sqft (on 5.47 acres)|12580|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.8353|-73.871048|Staatsburg|20211105|275000.0
342|32 S Parliman Rd Lagrangeville, NY 12540|$535,000|||4bd|4ba|3,400 sqft (on 3.56 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.652756|-73.727669|Lagrangeville|20211105|535000.0
343|293 Hunns Lake Rd Stanfordville, NY 12581|$425,000|||4bd|2ba|2,055 sqft (on 2 acres)|12581|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.885731|-73.679428|Stanfordville|20211105|425000.0
344|179 Fraleigh Ln Red Hook, NY 12571|$499,000|||3bd|2ba|1,968 sqft (on 4.04 acres)|12571|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.000839|-73.844246|Red Hook|20211105|499000.0
345|117 Dorn Rd Lagrangeville, NY 12540|$399,000|||4bd|2ba|2,148 sqft (on 5.50 acres)|12540|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.63821|-73.700424|Lagrangeville|20211105|399000.0
346|6 Clinton Ave Salt Pt, NY 12578|$439,900|||3bd|3ba|2,962 sqft (on 2.28 acres)|12578|20211105Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.798691|-73.825539|Salt Pt|20211105|439900.0
