|Address|price|other|agent|beds|baths|sqft|zip code|Report|typ|lat|lon|locality|Date|price1
0|500 1st Ave Kingston, NY 12401|$299,999|Error|Error|3bd|2ba|1,834 sqft|12401|20210916Trulia_Scraped_Listings.csv|||||20210916|299999.0
1|135 Harry Wells Rd Saugerties, NY 12477|$99,000|Error|Error|3bd|2ba|1,791 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|99000.0
4|118 Lake Walton Rd Hopewell Junction, NY 12533|$474,900|Error|Error|3bd|2ba|2,850 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|474900.0
6|18 Lynne Rd Hopewell Junction, NY 12533|$539,900|Error|Error|4bd|3ba|3,200 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|539900.0
8|339 Stone Mill Rd Hudson, NY 12534|$315,000|Error|Error|4bd|2ba|2,338 sqft|12534|20210916Trulia_Scraped_Listings.csv|||||20210916|315000.0
9|9 Nanuk Rd Hopewell Junction, NY 12533|$425,000|Error|Error|3bd|3ba|2,200 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|425000.0
10|95 Whiteford Dr Pleasant Valley, NY 12569|$400,000|Error|Error|4bd|3ba|2,768 sqft|12569|20210916Trulia_Scraped_Listings.csv|||||20210916|400000.0
11|28 Woodcrest Ln Marlboro, NY 12547|$400,000|Error|Error|12bd|5ba|5,468 sqft|12547|20210916Trulia_Scraped_Listings.csv|||||20210916|400000.0
12|1118 Old Post Rd Esopus, NY 12561|$574,900|Error|Error|4bd|4ba|2,872 sqft|12561|20210916Trulia_Scraped_Listings.csv|||||20210916|574900.0
13|24 Sand Dr Lagrangeville, NY 12540|$430,000|Error|Error|3bd|2ba|2,416 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|430000.0
14|62 Pleasant Rd Lake Peekskill, NY 10537|$399,000|Error|Error|2bd|2ba|1,301 sqft|10537|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
15|1 Buckwheat Rd Germantown, NY 12526|$425,000|Error|Error|5bd|2ba|3,040 sqft|12526|20210916Trulia_Scraped_Listings.csv|||||20210916|425000.0
16|468 Route 82 Hudson, NY 12534|$329,000|Error|Error|3bd|2ba|2,283 sqft|12534|20210916Trulia_Scraped_Listings.csv|||||20210916|329000.0
17|573 N Quaker Ln Hyde Park, NY 12538|$299,000|Error|Error|4bd|2ba|2,200 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|299000.0
18|180 N Fostertown Dr Newburgh, NY 12550|$500,000|Error|Error|4bd|3ba|2,464 sqft|12550|20210916Trulia_Scraped_Listings.csv|||||20210916|500000.0
19|979 Creek Locks Rd Rosendale, NY 12472|$325,000|Error|Error|3bd|3ba|2,631 sqft|12472|20210916Trulia_Scraped_Listings.csv|||||20210916|325000.0
20|87 Lovell St Mahopac, NY 10541|$599,000|Error|Error|3bd|2ba|2,327 sqft|10541|20210916Trulia_Scraped_Listings.csv|||||20210916|599000.0
21|511 Lefever Falls Rd Rosendale, NY 12472|$220,000|Error|Error|3bd|3ba|1,782 sqft|12472|20210916Trulia_Scraped_Listings.csv|||||20210916|220000.0
22|117 Dorn Rd Lagrangeville, NY 12540|$399,000|Error|Error|4bd|2ba|2,148 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
23|209 Overlook Rd Poughkeepsie, NY 12603|$275,000|Error|Error|3bd|2ba|1,706 sqft|12603|20210916Trulia_Scraped_Listings.csv|||||20210916|275000.0
24|430 Vassar Rd Poughkeepsie, NY 12603|$325,000|Error|Error|3bd|1ba|1,944 sqft|12603|20210916Trulia_Scraped_Listings.csv|||||20210916|325000.0
25|95 Spruce Ln Clinton Corners, NY 12514|$430,000|Error|Error|4bd|3ba|2,166 sqft|12514|20210916Trulia_Scraped_Listings.csv|||||20210916|430000.0
26|76 S Chodikee Lake Rd Lloyd, NY 12528|$101,000|Error|Error|3bd|Error|2,910 sqft|12528|20210916Trulia_Scraped_Listings.csv|||||20210916|101000.0
27|421 Browning Rd Hyde Park, NY 12538|$429,000|Error|Error|3bd|2ba|1,406 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|429000.0
28|94 Townsend Rd Hopewell Junction, NY 12533|$329,000|Error|Error|2bd|2ba|3,260 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|329000.0
29|24 Ruby Meadows Rd Lake Katrine, NY 12449|$414,900|Error|Error|3bd|3ba|2,781 sqft|12449|20210916Trulia_Scraped_Listings.csv|||||20210916|414900.0
30|26 Relyea Ter Wappingers Falls, NY 12590|$599,900|Error|Error|3bd|3ba|2,400 sqft|12590|20210916Trulia_Scraped_Listings.csv|||||20210916|599900.0
31|11 Kensington Dr Hopewell Junction, NY 12533|$450,000|Error|Error|4bd|2ba|2,562 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|450000.0
32|300 W Market St Red Hook, NY 12571|$580,000|Error|Error|3bd|2ba|2,345 sqft|12571|20210916Trulia_Scraped_Listings.csv|||||20210916|580000.0
33|10 Pilgrims Progress Rd Rhinebeck, NY 12572|$429,000|Error|Error|3bd|2ba|1,992 sqft|12572|20210916Trulia_Scraped_Listings.csv|||||20210916|429000.0
34|58 Christine Ct Stormville, NY 12582|$484,000|Error|Error|4bd|3ba|2,352 sqft|12582|20210916Trulia_Scraped_Listings.csv|||||20210916|484000.0
35|17 Mark St New Windsor, NY 12553|$550,000|Error|Error|3bd|4ba|3,634 sqft|12553|20210916Trulia_Scraped_Listings.csv|||||20210916|550000.0
36|60 Fyke Rd Catskill, NY 12414|$179,000|Error|Error|3bd|1ba|1,614 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|179000.0
37|6 Arthur Ln Poughkeepsie, NY 12603|$392,000|Error|Error|5bd|2ba|2,632 sqft|12603|20210916Trulia_Scraped_Listings.csv|||||20210916|392000.0
38|1408 Route 23A Catskill, NY 12414|$245,000|Error|Error|3bd|2ba|1,460 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|245000.0
39|340 Pancake Hollow Rd Lloyd, NY 12528|$430,000|Error|Error|4bd|3ba|2,100 sqft|12528|20210916Trulia_Scraped_Listings.csv|||||20210916|430000.0
40|112 Clarks Ln Milton, NY 12547|$549,500|Error|Error|3bd|4ba|4,036 sqft|12547|20210916Trulia_Scraped_Listings.csv|||||20210916|549500.0
41|930 Freedom Rd Pleasant Valley, NY 12569|$325,000|Error|Error|3bd|1ba|2,172 sqft|12569|20210916Trulia_Scraped_Listings.csv|||||20210916|325000.0
42|42 Alley Rd Lagrangeville, NY 12540|$449,900|Error|Error|4bd|4ba|2,410 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|449900.0
43|2706 County Route 8 Elizaville, NY 12523|$429,900|Error|Error|4bd|2ba|2,438 sqft|12523|20210916Trulia_Scraped_Listings.csv|||||20210916|429900.0
47|66 Conway Rd Marlboro, NY 12542|$549,000|Error|Error|4bd|3ba|2,802 sqft|12542|20210916Trulia_Scraped_Listings.csv|||||20210916|549000.0
48|18 Horton Ct Cold Spring, NY 10516|$530,000|Error|Error|3bd|3ba|1,832 sqft|10516|20210916Trulia_Scraped_Listings.csv|||||20210916|530000.0
49|872 S Anson Rd Stanfordville, NY 12581|$525,000|Error|Error|4bd|2ba|1,972 sqft|12581|20210916Trulia_Scraped_Listings.csv|||||20210916|525000.0
50|53 Oakes Rd Lloyd, NY 12528|$369,000|Error|Error|3bd|2ba|1,692 sqft|12528|20210916Trulia_Scraped_Listings.csv|||||20210916|369000.0
51|1 Stonegate Dr Hyde Park, NY 12538|$549,888|Error|Error|3bd|3ba|2,754 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|549888.0
52|5 Penny Ln Cornwall, NY 12518|$409,000|Error|Error|3bd|2ba|1,922 sqft|12518|20210916Trulia_Scraped_Listings.csv|||||20210916|409000.0
53|8 Hughes Dr Saugerties, NY 12477|$240,000|Error|Error|3bd|2ba|1,680 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|240000.0
54|88 Peekskill Hollow Rd Putnam Valley, NY 10579|$598,888|Error|Error|3bd|2ba|2,445 sqft|10579|20210916Trulia_Scraped_Listings.csv|||||20210916|598888.0
55|4 Lower Post Rd Ghent, NY 12075|$545,000|Error|Error|4bd|4ba|2,492 sqft|12075|20210916Trulia_Scraped_Listings.csv|||||20210916|545000.0
56|2 Westlin Ln Cornwall, NY 12518|$399,000|Error|Error|5bd|2ba|1,586 sqft|12518|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
57|581 Peekskill Hollow Rd Putnam Valley, NY 10579|$369,500|Error|Error|2bd|1ba|1,100 sqft|10579|20210916Trulia_Scraped_Listings.csv|||||20210916|369500.0
58|142 Kramers Pond Rd Putnam Valley, NY 10579|$375,000|Error|Error|3bd|2ba|1,128 sqft|10579|20210916Trulia_Scraped_Listings.csv|||||20210916|375000.0
59|1076 Noxon Rd Lagrangeville, NY 12540|$575,000|Error|Error|4bd|4ba|4,200 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|575000.0
60|11 Bella Rd Carmel, NY 10512|$495,000|Error|Error|4bd|2ba|3,008 sqft|10512|20210916Trulia_Scraped_Listings.csv|||||20210916|495000.0
61|93 Forest Hill Rd Fort Montgomery, NY 10922|$529,000|Error|Error|3bd|2ba|1,962 sqft|10922|20210916Trulia_Scraped_Listings.csv|||||20210916|529000.0
62|74 Cardinal Rd Hyde Park, NY 12538|$284,900|Error|Error|3bd|1ba|1,650 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|284900.0
63|14 Cherry Ln Poughkeepsie, NY 12601|$359,000|Error|Error|4bd|3ba|2,256 sqft|12601|20210916Trulia_Scraped_Listings.csv|||||20210916|359000.0
64|267 Blue Mountain Rd Saugerties, NY 12477|$329,900|Error|Error|3bd|2ba|1,688 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|329900.0
65|345 Croton Falls Rd Carmel, NY 10541|$599,900|Error|Error|5bd|3ba|4,560 sqft|10541|20210916Trulia_Scraped_Listings.csv|||||20210916|599900.0
66|16 Annas Ln Catskill, NY 12414|$275,000|Error|Error|3bd|1ba|1,050 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|275000.0
67|8 Van Brook Dr Stormville, NY 12582|$399,000|Error|Error|3bd|3ba|2,335 sqft|12582|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
70|5864 Route 82 Stanfordville, NY 12581|$525,000|Error|Error|3bd|2ba|3,499 sqft|12581|20210916Trulia_Scraped_Listings.csv|||||20210916|525000.0
71|44 E Forest Trl Holmes, NY 12531|$575,000|Error|Error|4bd|4ba|2,392 sqft|12531|20210916Trulia_Scraped_Listings.csv|||||20210916|575000.0
79|25 Oslo Path Carmel, NY 10512|$399,900|Error|Error|2bd|2ba|1,386 sqft|10512|20210916Trulia_Scraped_Listings.csv|||||20210916|399900.0
80|615 County Route 15 Elizaville, NY 12523|$245,000|Error|Error|4bd|2ba|1,950 sqft|12523|20210916Trulia_Scraped_Listings.csv|||||20210916|245000.0
81|20 Wendy Dr Poughkeepsie, NY 12603|$425,000|Error|Error|4bd|3ba|2,464 sqft|12603|20210916Trulia_Scraped_Listings.csv|||||20210916|425000.0
84|962 N Quaker Ln Staatsburg, NY 12580|$275,000|Error|Error|3bd|1ba|1,295 sqft|12580|20210916Trulia_Scraped_Listings.csv|||||20210916|275000.0
85|16 Spencer Dr Red Hook, NY 12571|$395,000|Error|Error|3bd|2ba|2,923 sqft|12571|20210916Trulia_Scraped_Listings.csv|||||20210916|395000.0
89|318 Drake Rd Pleasant Valley, NY 12569|$320,000|Error|Error|2bd|1ba|1,076 sqft|12569|20210916Trulia_Scraped_Listings.csv|||||20210916|320000.0
90|10 Scout Hill Rd Mahopac, NY 10541|$529,000|Error|Error|4bd|3ba|2,180 sqft|10541|20210916Trulia_Scraped_Listings.csv|||||20210916|529000.0
91|38 Rose St Poughquag, NY 12570|$411,500|Error|Error|3bd|2ba|2,096 sqft|12570|20210916Trulia_Scraped_Listings.csv|||||20210916|411500.0
92|16 Christina Way Marlborough, NY 12547|$459,000|Error|Error|4bd|3ba|2,292 sqft|12547|20210916Trulia_Scraped_Listings.csv|||||20210916|459000.0
93|33 Bingham Mills Rd Germantown, NY 12526|$400,000|Error|Error|3bd|2ba|1,700 sqft|12526|20210916Trulia_Scraped_Listings.csv|||||20210916|400000.0
94|132 Reservoir Rd Marlboro, NY 12542|$339,900|Error|Error|2bd|2ba|2,414 sqft|12542|20210916Trulia_Scraped_Listings.csv|||||20210916|339900.0
99|120 Camp Sunset Rd Plattekill, NY 12528|$309,900|Error|Error|3bd|3ba|1,960 sqft|12528|20210916Trulia_Scraped_Listings.csv|||||20210916|309900.0
100|16 Fassitt Dr Mahopac, NY 10541|$479,000|Error|Error|3bd|2ba|1,442 sqft|10541|20210916Trulia_Scraped_Listings.csv|||||20210916|479000.0
101|116 Lamoree Rd Rhinebeck, NY 12572|$540,000|Error|Error|3bd|3ba|2,392 sqft|12572|20210916Trulia_Scraped_Listings.csv|||||20210916|540000.0
102|5941 Route 9 Rhinebeck, NY 12572|$285,000|Error|Error|3bd|2ba|2,700 sqft|12572|20210916Trulia_Scraped_Listings.csv|||||20210916|285000.0
103|329 Mahoney Rd Marlborough, NY 12547|$312,000|Error|Error|3bd|2ba|1,160 sqft|12547|20210916Trulia_Scraped_Listings.csv|||||20210916|312000.0
104|117 Vicki Ln Hopewell Junction, NY 12533|$425,000|Error|Error|3bd|2ba|1,630 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|425000.0
105|20 Frozen Ridge Rd Newburgh, NY 12550|$598,000|Error|Error|4bd|4ba|3,437 sqft|12550|20210916Trulia_Scraped_Listings.csv|||||20210916|598000.0
113|336 Pennsylvania Ave Palenville, NY 12463|$289,000|Error|Error|5bd|2ba|2,362 sqft|12463|20210916Trulia_Scraped_Listings.csv|||||20210916|289000.0
122|32 Harden Dr Lagrangeville, NY 12540|$350,000|Error|Error|3bd|1ba|2,424 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|350000.0
126|4 Pond View Ct Staatsburgh, NY 12580|$575,000|Error|Error|4bd|3ba|3,266 sqft|12580|20210916Trulia_Scraped_Listings.csv|||||20210916|575000.0
154|1222 Hearts Content Rd Cairo, NY 12473|$349,900|Error|Error|3bd|3ba|3,284 sqft|12473|20210916Trulia_Scraped_Listings.csv|||||20210916|349900.0
164|1 Halstein Ln Ulster Park, NY 12487|$299,000|Error|Error|3bd|2ba|2,000 sqft|12487|20210916Trulia_Scraped_Listings.csv|||||20210916|299000.0
168|353 Salisbury Tpke Rhinebeck, NY 12572|$339,900|Error|Error|2bd|1ba|900 sqft|12572|20210916Trulia_Scraped_Listings.csv|||||20210916|339900.0
169|60 Watch Hill Dr Fishkill, NY 12524|$500,000|Error|Error|6bd|3ba|2,620 sqft|12524|20210916Trulia_Scraped_Listings.csv|||||20210916|500000.0
172|154 Gold Rd Poughquag, NY 12570|$575,000|Error|Error|3bd|4ba|3,362 sqft|12570|20210916Trulia_Scraped_Listings.csv|||||20210916|575000.0
177|128 Overlook Rd Poughkeepsie, NY 12603|$369,900|Error|Error|3bd|2ba|3,984 sqft|12603|20210916Trulia_Scraped_Listings.csv|||||20210916|369900.0
197|246 Grove School Rd Catskill, NY 12414|$320,000|Error|Error|2bd|2ba|1,575 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|320000.0
206|53 Stagecoach Pass Stormville, NY 12582|$575,000|Error|Error|3bd|3ba|3,968 sqft|12582|20210916Trulia_Scraped_Listings.csv|||||20210916|575000.0
210|1 Trinity Way Lagrangeville, NY 12540|$550,000|Error|Error|4bd|4ba|4,992 sqft|12540|20210916Trulia_Scraped_Listings.csv|||||20210916|550000.0
211|51 Barrett Pond Rd Cold Spring, NY 10516|$495,000|Error|Error|2bd|1ba|1,271 sqft|10516|20210916Trulia_Scraped_Listings.csv|||||20210916|495000.0
214|1588 Route 23B #R Cairo, NY 12413|$160,000|Error|Error|2bd|1ba|1,130 sqft|12413|20210916Trulia_Scraped_Listings.csv|||||20210916|160000.0
219|1228 Blue Mountain Rd Saugerties, NY 12477|$379,000|Error|Error|3bd|2ba|1,990 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|379000.0
220|37 Dimiceli St New Windsor, NY 12553|$365,000|Error|Error|3bd|2ba|1,867 sqft|12553|20210916Trulia_Scraped_Listings.csv|||||20210916|365000.0
236|30 Meadow Dr Wappingers Falls, NY 12590|$539,900|Error|Error|4bd|3ba|2,824 sqft|12590|20210916Trulia_Scraped_Listings.csv|||||20210916|539900.0
237|446 Cold Spring Rd Stanfordville, NY 12581|$345,000|Error|Error|3bd|3ba|1,945 sqft|12581|20210916Trulia_Scraped_Listings.csv|||||20210916|345000.0
243|Lot 8 Pond View Ct Staatsburg, NY 12580|$554,000|Error|Error|4bd|3ba|2,434 sqft|12580|20210916Trulia_Scraped_Listings.csv|||||20210916|554000.0
244|193 Rabbit Run Rd Plattekill, NY 12515|$549,000|Error|Error|4bd|3ba|3,190 sqft|12515|20210916Trulia_Scraped_Listings.csv|||||20210916|549000.0
245|3 Geneva Dr Hopewell Junction, NY 12533|$479,900|Error|Error|4bd|2ba|4,140 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|479900.0
248|1162 Duell Rd Stanfordville, NY 12581|$599,000|Error|Error|3bd|3ba|2,698 sqft|12581|20210916Trulia_Scraped_Listings.csv|||||20210916|599000.0
251|1105 Salt Point Tpke Pleasant Valley, NY 12569|$415,000|Error|Error|3bd|2ba|2,298 sqft|12569|20210916Trulia_Scraped_Listings.csv|||||20210916|415000.0
252|110 Park Pl Saugerties, NY 12477|$299,000|Error|Error|4bd|2ba|2,363 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|299000.0
253|8 Frances Ct Hyde Park, NY 12538|$524,900|Error|Error|4bd|3ba|3,750 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|524900.0
256|77 Dogwood Rd Hopewell Junction, NY 12533|$574,000|Error|Error|4bd|4ba|2,620 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|574000.0
261|19 Dogwood Knls Highland, NY 12528|$345,000|Error|Error|4bd|3ba|2,800 sqft|12528|20210916Trulia_Scraped_Listings.csv|||||20210916|345000.0
262|4600 Route 9G Germantown, NY 12526|$425,000|Error|Error|4bd|3ba|2,800 sqft|12526|20210916Trulia_Scraped_Listings.csv|||||20210916|425000.0
278|14 Aspen Rd Hopewell Junction, NY 12533|$570,000|Error|Error|4bd|3ba|2,500 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|570000.0
279|310 Mahoney Rd Milton, NY 12547|$500,000|Error|Error|3bd|3ba|3,864 sqft|12547|20210916Trulia_Scraped_Listings.csv|||||20210916|500000.0
280|463 Route 82 Hopewell Junction, NY 12533|$375,000|Error|Error|3bd|1ba|2,028 sqft|12533|20210916Trulia_Scraped_Listings.csv|||||20210916|375000.0
281|156 Barkit Kennel Rd Pleasant Valley, NY 12569|$529,000|Error|Error|4bd|3ba|3,200 sqft|12569|20210916Trulia_Scraped_Listings.csv|||||20210916|529000.0
285|5836 Albany Post Rd Cortlandt Manor, NY 10567|$450,000|Error|Error|3bd|3ba|1,816 sqft|10567|20210916Trulia_Scraped_Listings.csv|||||20210916|450000.0
286|185 Horseshoe Rd Millbrook, NY 12545|$429,900|Error|Error|3bd|2ba|1,660 sqft|12545|20210916Trulia_Scraped_Listings.csv|||||20210916|429900.0
287|617 Broadway Ulster Park, NY 12487|$340,000|Error|Error|3bd|2ba|1,458 sqft|12487|20210916Trulia_Scraped_Listings.csv|||||20210916|340000.0
290|617 Broadway #9W Ulster Park, NY 12487|$340,000|Error|Error|3bd|2ba|1,458 sqft|12487|20210916Trulia_Scraped_Listings.csv|||||20210916|340000.0
293|412 Holmes Rd Holmes, NY 12531|$525,000|Error|Error|4bd|3ba|2,764 sqft|12531|20210916Trulia_Scraped_Listings.csv|||||20210916|525000.0
294|71 Nathan Hale Dr Stormville, NY 12582|$429,000|Error|Error|4bd|3ba|2,297 sqft|12582|20210916Trulia_Scraped_Listings.csv|||||20210916|429000.0
295|7 Country Ln Ulster Park, NY 12487|$415,000|Error|Error|3bd|3ba|2,000 sqft|12487|20210916Trulia_Scraped_Listings.csv|||||20210916|415000.0
298|34 Mountain View Rd Hudson, NY 12534|$384,900|Error|Error|4bd|2ba|1,923 sqft|12534|20210916Trulia_Scraped_Listings.csv|||||20210916|384900.0
303|377 Hillside Lake Rd Wappingers Falls, NY 12590|$455,000|Error|Error|3bd|2ba|2,184 sqft|12590|20210916Trulia_Scraped_Listings.csv|||||20210916|455000.0
304|642 Netherwood Rd Hyde Park, NY 12538|$339,900|Error|Error|3bd|2ba|2,973 sqft|12538|20210916Trulia_Scraped_Listings.csv|||||20210916|339900.0
320|59 Ridge Rd Marlboro, NY 12542|$549,000|Error|Error|3bd|3ba|3,578 sqft|12542|20210916Trulia_Scraped_Listings.csv|||||20210916|549000.0
321|1980 Old Kings Hwy Saugerties, NY 12477|$410,000|Error|Error|4bd|2ba|2,565 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|410000.0
322|106 Cairo Junction Rd Catskill, NY 12414|$269,900|Error|Error|4bd|2ba|2,082 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|269900.0
323|7 Morgan Ct Garrison, NY 10524|$544,900|Error|Error|4bd|2ba|2,080 sqft|10524|20210916Trulia_Scraped_Listings.csv|||||20210916|544900.0
327|67 Fairview Ave Kingston, NY 12401|$330,000|Error|Error|4bd|1ba|1,248 sqft|12401|20210916Trulia_Scraped_Listings.csv|||||20210916|330000.0
328|Lot 1 Lincoln Sq Fishkill, NY 12524|$589,000|Error|Error|4bd|3ba|2,434 sqft|12524|20210916Trulia_Scraped_Listings.csv|||||20210916|589000.0
329|30 Rose St Poughquag, NY 12570|$399,000|Error|Error|2bd|2ba|1,728 sqft|12570|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
332|60 S Jefferson Ave Catskill, NY 12414|$399,000|Error|Error|3bd|2ba|1,937 sqft|12414|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
336|10 Stay Rd Saugerties, NY 12477|$189,000|Error|Error|3bd|1ba|1,344 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|189000.0
337|Lot 4 Lincoln Sq Fishkill, NY 12524|$569,000|Error|Error|4bd|3ba|2,166 sqft|12524|20210916Trulia_Scraped_Listings.csv|||||20210916|569000.0
340|3943 Route 9W Saugerties, NY 12477|$419,900|Error|Error|4bd|2ba|2,171 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|419900.0
341|143 Dutchtown Rd Saugerties, NY 12477|$399,000|Error|Error|4bd|2ba|1,608 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|399000.0
342|229 Manorville Rd Saugerties, NY 12477|$359,999|Error|Error|4bd|2ba|Error|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|359999.0
343|155 Lauren Tice Rd Saugerties, NY 12477|$525,000|Error|Error|3bd|4ba|2,756 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|525000.0
344|103-103 99 Old La Claverack, NY 12513|$549,000|Error|Error|4bd|2ba|1,600 sqft|12513|20210916Trulia_Scraped_Listings.csv|||||20210916|549000.0
345|39 Diamond Ct Saugerties, NY 12477|$585,000|Error|Error|3bd|3ba|2,464 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|585000.0
346|3943 Route 9W Saugerties, NY 12477|$419,900|Error|Error|4bd|2ba|2,171 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|419900.0
347|375 Fairview Ave Hudson, NY 12534|$299,900|Error|Error|2bd|2ba|2,460 sqft|12534|20210916Trulia_Scraped_Listings.csv|||||20210916|299900.0
348|65 Carmans Dr Saugerties, NY 12477|$595,000|Error|Error|4bd|3ba|4,500 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|595000.0
349|166 Fingar Rd Hudson, NY 12534|$595,000|Error|Error|2bd|1ba|1,320 sqft|12534|20210916Trulia_Scraped_Listings.csv|||||20210916|595000.0
350|319 Rivka Rd Saugerties, NY 12477|$599,000|Error|Error|5bd|4ba|3,520 sqft|12477|20210916Trulia_Scraped_Listings.csv|||||20210916|599000.0
351|3326 Route 52 Stormville, NY 12582|$379,000|Error|Error|3bd|2ba|1,492 sqft|12582|20210916Trulia_Scraped_Listings.csv|||||20210916|379000.0
352|16 Scott Dr Wappingers Falls, NY 12590|$359,000|Error|Error|3bd|2ba|1,758 sqft|12590|20210916Trulia_Scraped_Listings.csv|||||20210916|359000.0
0|500 1st Ave Kingston, NY 12401|$299,999|Error|Error|3bd|2ba|1,834 sqft|12401|20210917Trulia_Scraped_Listings.csv|||||20210917|299999.0
1|135 Harry Wells Rd Saugerties, NY 12477|$99,000|Error|Error|3bd|2ba|1,791 sqft|12477|20210917Trulia_Scraped_Listings.csv|||||20210917|99000.0
4|1610 County Route 8 Germantown, NY 12526|$525,000|Error|Error|3bd|3ba|1,160 sqft|12526|20210917Trulia_Scraped_Listings.csv|||||20210917|525000.0
6|10 Ridge Rd Carmel, NY 10512|$450,000|Error|Error|3bd|2ba|1,464 sqft|10512|20210917Trulia_Scraped_Listings.csv|||||20210917|450000.0
8|2706 County Route 8 Elizaville, NY 12523|$429,900|Error|Error|4bd|2ba|2,438 sqft|12523|20210917Trulia_Scraped_Listings.csv|||||20210917|429900.0
9|176 Beach Rd Poughquag, NY 12570|$419,000|Error|Error|3bd|2ba|2,256 sqft|12570|20210917Trulia_Scraped_Listings.csv|||||20210917|419000.0
10|536 Green Lake Rd Athens, NY 12414|$297,500|Error|Error|3bd|3ba|1,800 sqft|12414|20210917Trulia_Scraped_Listings.csv|||||20210917|297500.0
11|979 Creek Locks Rd Rosendale, NY 12472|$325,000|Error|Error|3bd|3ba|2,631 sqft|12472|20210917Trulia_Scraped_Listings.csv|||||20210917|325000.0
12|1 Buckwheat Rd Germantown, NY 12526|$425,000|Error|Error|5bd|2ba|3,040 sqft|12526|20210917Trulia_Scraped_Listings.csv|||||20210917|425000.0
13|62 Pleasant Rd Lake Peekskill, NY 10537|$399,000|Error|Error|2bd|2ba|1,301 sqft|10537|20210917Trulia_Scraped_Listings.csv|||||20210917|399000.0
14|35 Lake Side Dr Catskill, NY 12414|$549,000|Error|Error|2bd|1ba|741 sqft|12414|20210917Trulia_Scraped_Listings.csv|||||20210917|549000.0
15|87 Lovell St Mahopac, NY 10541|$599,000|Error|Error|3bd|2ba|2,327 sqft|10541|20210917Trulia_Scraped_Listings.csv|||||20210917|599000.0
16|623 New Paltz Rd Lloyd, NY 12528|$429,000|Error|Error|3bd|1ba|1,744 sqft|12528|20210917Trulia_Scraped_Listings.csv|||||20210917|429000.0
17|468 Route 82 Hudson, NY 12534|$329,000|Error|Error|3bd|2ba|2,283 sqft|12534|20210917Trulia_Scraped_Listings.csv|||||20210917|329000.0
18|95 Whiteford Dr Pleasant Valley, NY 12569|$400,000|Error|Error|4bd|3ba|2,768 sqft|12569|20210917Trulia_Scraped_Listings.csv|||||20210917|400000.0
19|95 Spruce Ln Clinton Corners, NY 12514|$430,000|Error|Error|4bd|3ba|2,166 sqft|12514|20210917Trulia_Scraped_Listings.csv|||||20210917|430000.0
20|180 N Fostertown Dr Newburgh, NY 12550|$500,000|Error|Error|4bd|3ba|3,696 sqft|12550|20210917Trulia_Scraped_Listings.csv|||||20210917|500000.0
